VAR	ENSEMBL	NAME
OPHN1	ENSG00000079482	oligophrenin 1
PGM1	ENSG00000079739	phosphoglucomutase 1
EPB41L2	ENSG00000079819	erythrocyte membrane protein band 4.1 like 2
MOXD1	ENSG00000079931	monooxygenase DBH like 1
DCT	ENSG00000080166	dopachrome tautomerase
CRYBG3	ENSG00000080200	crystallin beta-gamma domain containing 3
SMARCA2	ENSG00000080503	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
SESN1	ENSG00000080546	sestrin 1
COL5A3	ENSG00000080573	collagen type V alpha 3 chain
CHRNA3	ENSG00000080644	cholinergic receptor nicotinic alpha 3 subunit
PSEN1	ENSG00000080815	presenilin 1
CLDND1	ENSG00000080822	claudin domain containing 1
MOK	ENSG00000080823	MOK protein kinase
NDC80	ENSG00000080986	NDC80 kinetochore complex component
MAGI3	ENSG00000081026	membrane associated guanylate kinase, WW and PDZ domain containing 3
EXD2	ENSG00000081177	exonuclease 3'-5' domain containing 2
PKP1	ENSG00000081277	plakophilin 1
AACS	ENSG00000081760	acetoacetyl-CoA synthetase
PCDHGA2	ENSG00000081853	protocadherin gamma subfamily A, 2
IL12RB2	ENSG00000081985	interleukin 12 receptor subunit beta 2
FYB1	ENSG00000082074	FYN binding protein 1
EPB41L3	ENSG00000082397	erythrocyte membrane protein band 4.1 like 3
DLG3	ENSG00000082458	discs large MAGUK scaffold protein 3
SERTAD4	ENSG00000082497	SERTA domain containing 4
TRAF5	ENSG00000082512	TNF receptor associated factor 5
OPRK1	ENSG00000082556	opioid receptor kappa 1
NFE2L1	ENSG00000082641	nuclear factor, erythroid 2 like 1
SEMA5B	ENSG00000082684	semaphorin 5B
GSK3B	ENSG00000082701	glycogen synthase kinase 3 beta
BCKDHB	ENSG00000083123	branched chain keto acid dehydrogenase E1 subunit beta
ULK2	ENSG00000083290	unc-51 like autophagy activating kinase 2
PLOD1	ENSG00000083444	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
P2RX5	ENSG00000083454	purinergic receptor P2X 5
ITGAE	ENSG00000083457	integrin subunit alpha E
OXCT1	ENSG00000083720	3-oxoacid CoA-transferase 1
RRAGB	ENSG00000083750	Ras related GTP binding B
ZNF324	ENSG00000083812	zinc finger protein 324
ZNF446	ENSG00000083838	zinc finger protein 446
FAT1	ENSG00000083857	FAT atypical cadherin 1
SMAP2	ENSG00000084070	small ArfGAP2
PPIE	ENSG00000084072	peptidylprolyl isomerase E
NOA1	ENSG00000084092	nitric oxide associated 1
HAL	ENSG00000084110	histidine ammonia-lyase
SSH1	ENSG00000084112	slingshot protein phosphatase 1
APLP2	ENSG00000084234	amyloid beta precursor like protein 2
NKAIN1	ENSG00000084628	sodium/potassium transporting ATPase interacting 1
NCOA1	ENSG00000084676	nuclear receptor coactivator 1
EFR3B	ENSG00000084710	EFR3 homolog B
KIF3C	ENSG00000084731	kinesin family member 3C
CD82	ENSG00000085117	CD82 molecule
MECOM	ENSG00000085276	MDS1 and EVI1 complex locus
PREP	ENSG00000085377	prolyl endopeptidase
HACE1	ENSG00000085382	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
SEH1L	ENSG00000085415	SEH1 like nucleoporin
WDFY1	ENSG00000085449	WD repeat and FYVE domain containing 1
IGSF9	ENSG00000085552	immunoglobulin superfamily member 9
MTIF2	ENSG00000085760	mitochondrial translational initiation factor 2
DDHD2	ENSG00000085788	DDHD domain containing 2
ORC1	ENSG00000085840	origin recognition complex subunit 1
NFX1	ENSG00000086102	nuclear transcription factor, X-box binding 1
AQP6	ENSG00000086159	aquaporin 6
FOLH1	ENSG00000086205	folate hydrolase 1
ITPKC	ENSG00000086544	inositol-trisphosphate 3-kinase C
TXLNG	ENSG00000086712	taxilin gamma
LAT2	ENSG00000086730	linker for activation of T cells family member 2
HUWE1	ENSG00000086758	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
MYBPC2	ENSG00000086967	myosin binding protein C2
MTMR2	ENSG00000087053	myotubularin related protein 2
HSD17B14	ENSG00000087076	hydroxysteroid 17-beta dehydrogenase 14
TRIP6	ENSG00000087077	thyroid hormone receptor interactor 6
BAX	ENSG00000087088	BCL2 associated X, apoptosis regulator
PGS1	ENSG00000087157	phosphatidylglycerophosphate synthase 1
LPCAT2	ENSG00000087253	lysophosphatidylcholine acyltransferase 2
SH3BP2	ENSG00000087266	SH3 domain binding protein 2
NOP14	ENSG00000087269	NOP14 nucleolar protein
ADD1	ENSG00000087274	adducin 1
NID2	ENSG00000087303	nidogen 2
PHACTR3	ENSG00000087495	phosphatase and actin regulator 3
RFX2	ENSG00000087903	regulatory factor X2
GNA11	ENSG00000088256	G protein subunit alpha 11
ASAP3	ENSG00000088280	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
DNMT3B	ENSG00000088305	DNA methyltransferase 3 beta
EPB41L1	ENSG00000088367	erythrocyte membrane protein band 4.1 like 1
DOCK9	ENSG00000088387	dedicator of cytokinesis 9
DOCK3	ENSG00000088538	dedicator of cytokinesis 3
C3orf18	ENSG00000088543	chromosome 3 open reading frame 18
PPP1R13B	ENSG00000088808	protein phosphatase 1 regulatory subunit 13B
FKBP1A	ENSG00000088832	FKBP prolyl isomerase 1A
NSFL1C	ENSG00000088833	NSFL1 cofactor
SLC4A11	ENSG00000088836	solute carrier family 4 member 11
C20orf194	ENSG00000088854	chromosome 20 open reading frame 194
EBF4	ENSG00000088881	EBF family member 4
CPXM1	ENSG00000088882	carboxypeptidase X, M14 family member 1
KIZ	ENSG00000088970	kizuna centrosomal protein
SNX5	ENSG00000089006	sorting nexin 5
P2RX7	ENSG00000089041	purinergic receptor P2X 7
SLC8B1	ENSG00000089060	solute carrier family 8 member B1
DZANK1	ENSG00000089091	double zinc ribbon and ankyrin repeat domains 1
KDM2B	ENSG00000089094	lysine demethylase 2B
OAS1	ENSG00000089127	2'-5'-oligoadenylate synthetase 1
FXYD3	ENSG00000089356	FXYD domain containing ion transport regulator 3
CDIP1	ENSG00000089486	cell death inducing p53 target 1
KCNH4	ENSG00000089558	potassium voltage-gated channel subfamily H member 4
LAG3	ENSG00000089692	lymphocyte activating 3
ARHGAP4	ENSG00000089820	Rho GTPase activating protein 4
ANKRD24	ENSG00000089847	ankyrin repeat domain 24
DHX32	ENSG00000089876	DEAH-box helicase 32 (putative)
RCOR1	ENSG00000089902	REST corepressor 1
LTBP4	ENSG00000090006	latent transforming growth factor beta binding protein 4
SPTLC1	ENSG00000090054	serine palmitoyltransferase long chain base subunit 1
PAPOLA	ENSG00000090060	poly(A) polymerase alpha
PCBP4	ENSG00000090097	poly(rC) binding protein 4
IRAK3	ENSG00000090376	interleukin 1 receptor associated kinase 3
MUL1	ENSG00000090432	mitochondrial E3 ubiquitin protein ligase 1
GOLGA3	ENSG00000090615	golgin A3
CD209	ENSG00000090659	CD209 molecule
CERS4	ENSG00000090661	ceramide synthase 4
EFNB1	ENSG00000090776	ephrin B1
GLG1	ENSG00000090863	golgi glycoprotein 1
DLL3	ENSG00000090932	delta like canonical Notch ligand 3
NAT14	ENSG00000090971	N-acetyltransferase 14 (putative)
PITPNM2	ENSG00000090975	phosphatidylinositol transfer protein membrane associated 2
PUS7	ENSG00000091127	pseudouridine synthase 7
LAMB4	ENSG00000091128	laminin subunit beta 4
ITGA6	ENSG00000091409	integrin subunit alpha 6
RAPGEF4	ENSG00000091428	Rap guanine nucleotide exchange factor 4
MAP3K20	ENSG00000091436	mitogen-activated protein kinase kinase kinase 20
SEL1L3	ENSG00000091490	SEL1L family member 3
TF	ENSG00000091513	transferrin
PITPNM3	ENSG00000091622	PITPNM family member 3
ORC6	ENSG00000091651	origin recognition complex subunit 6
ESR1	ENSG00000091831	estrogen receptor 1
ANGPT2	ENSG00000091879	angiopoietin 2
JPH4	ENSG00000092051	junctophilin 4
SLC22A17	ENSG00000092096	solute carrier family 22 member 17
SEMA6A	ENSG00000092421	semaphorin 6A
TYRO3	ENSG00000092445	TYRO3 protein tyrosine kinase
PHGDH	ENSG00000092621	phosphoglycerate dehydrogenase
COL9A3	ENSG00000092758	collagen type IX alpha 3 chain
MFSD11	ENSG00000092931	major facilitator superfamily domain containing 11
TGFB2	ENSG00000092969	transforming growth factor beta 2
NUP50	ENSG00000093000	nucleoporin 50
CDC45	ENSG00000093009	cell division cycle 45
SEC22C	ENSG00000093183	SEC22 homolog C, vesicle trafficking protein
CDC6	ENSG00000094804	cell division cycle 6
MAP3K1	ENSG00000095015	mitogen-activated protein kinase kinase kinase 1
TMEM38B	ENSG00000095209	transmembrane protein 38B
PTGS1	ENSG00000095303	prostaglandin-endoperoxide synthase 1
CRAT	ENSG00000095321	carnitine O-acetyltransferase
TBC1D2	ENSG00000095383	TBC1 domain family member 2
BLNK	ENSG00000095585	B cell linker
CYP26A1	ENSG00000095596	cytochrome P450 family 26 subfamily A member 1
TDRD1	ENSG00000095627	tudor domain containing 1
SORBS1	ENSG00000095637	sorbin and SH3 domain containing 1
BAMBI	ENSG00000095739	BMP and activin membrane bound inhibitor
MYO3A	ENSG00000095777	myosin IIIA
SMIM24	ENSG00000095932	small integral membrane protein 24
FKBP5	ENSG00000096060	FKBP prolyl isomerase 5
SRPK1	ENSG00000096063	SRSF protein kinase 1
ITPR3	ENSG00000096433	inositol 1,4,5-trisphosphate receptor type 3
JAK2	ENSG00000096968	Janus kinase 2
IL12RB1	ENSG00000096996	interleukin 12 receptor subunit beta 1
ACOT7	ENSG00000097021	acyl-CoA thioesterase 7
SCD	ENSG00000099194	stearoyl-CoA desaturase
ABLIM1	ENSG00000099204	actin binding LIM protein 1
ERMP1	ENSG00000099219	endoplasmic reticulum metallopeptidase 1
NRP1	ENSG00000099250	neuropilin 1
PRTFDC1	ENSG00000099256	phosphoribosyl transferase domain containing 1
TSPAN15	ENSG00000099282	tetraspanin 15
MACROH2A2	ENSG00000099284	macroH2A.2 histone
WASHC2A	ENSG00000099290	WASH complex subunit 2A
MAST3	ENSG00000099308	microtubule associated serine/threonine kinase 3
OCEL1	ENSG00000099330	occludin/ELL domain containing 1
CATSPERG	ENSG00000099338	cation channel sperm associated auxiliary subunit gamma
HSD3B7	ENSG00000099377	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
MTAP	ENSG00000099810	methylthioadenosine phosphorylase
MISP	ENSG00000099812	mitotic spindle positioning
CEP170B	ENSG00000099814	centrosomal protein 170B
PALM	ENSG00000099864	paralemmin
ARVCF	ENSG00000099889	ARVCF delta catenin family member
TRMT2A	ENSG00000099899	tRNA methyltransferase 2 homolog A
CRKL	ENSG00000099942	CRK like proto-oncogene, adaptor protein
MMP11	ENSG00000099953	matrix metallopeptidase 11
CECR2	ENSG00000099954	CECR2 histone acetyl-lysine reader
CABIN1	ENSG00000099991	calcineurin binding protein 1
GGT5	ENSG00000099998	gamma-glutamyltransferase 5
RNF215	ENSG00000099999	ring finger protein 215
MAPK1	ENSG00000100030	mitogen-activated protein kinase 1
PPM1F	ENSG00000100034	protein phosphatase, Mg2+/Mn2+ dependent 1F
CYTH4	ENSG00000100055	cytohesin 4
GRK3	ENSG00000100077	G protein-coupled receptor kinase 3
LGALS2	ENSG00000100079	galectin 2
SH3BP1	ENSG00000100092	SH3 domain binding protein 1
SEZ6L	ENSG00000100095	seizure related 6 homolog like
LGALS1	ENSG00000100097	galectin 1
HPS4	ENSG00000100099	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
PIK3IP1	ENSG00000100100	phosphoinositide-3-kinase interacting protein 1
SRRD	ENSG00000100104	SRR1 domain containing
GCAT	ENSG00000100116	glycine C-acetyltransferase
MICALL1	ENSG00000100139	MICAL like 1
PICK1	ENSG00000100151	protein interacting with PRKCA 1
TTC28	ENSG00000100154	tetratricopeptide repeat domain 28
CENPM	ENSG00000100162	centromere protein M
SEPTIN3	ENSG00000100167	septin 3
TPTEP1	ENSG00000100181	TPTE pseudogene 1
XBP1	ENSG00000100219	X-box binding protein 1
RTCB	ENSG00000100220	RNA 2',3'-cyclic phosphate and 5'-OH ligase
SUN2	ENSG00000100242	Sad1 and UNC84 domain containing 2
MIOX	ENSG00000100253	myo-inositol oxygenase
PACSIN2	ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2
RASL10A	ENSG00000100276	RAS like family 10 member A
AP1B1	ENSG00000100280	adaptor related protein complex 1 subunit beta 1
BIK	ENSG00000100290	BCL2 interacting killer
MCAT	ENSG00000100294	malonyl-CoA-acyl carrier protein transacylase
THOC5	ENSG00000100296	THO complex 5
APOBEC3H	ENSG00000100298	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
RASD2	ENSG00000100302	RASD family member 2
ACR	ENSG00000100312	acrosin
RBFOX2	ENSG00000100320	RNA binding fox-1 homolog 2
APOL4	ENSG00000100336	apolipoprotein L4
MYH9	ENSG00000100345	myosin heavy chain 9
CSF2RB	ENSG00000100368	colony stimulating factor 2 receptor subunit beta
FAM118A	ENSG00000100376	family with sequence similarity 118 member A
KCTD17	ENSG00000100379	potassium channel tetramerization domain containing 17
PMM1	ENSG00000100417	phosphomannomutase 1
DESI1	ENSG00000100418	desumoylating isopeptidase 1
CERK	ENSG00000100422	ceramide kinase
MLC1	ENSG00000100427	modulator of VRAC current 1
KCNK10	ENSG00000100433	potassium two pore domain channel subfamily K member 10
ABHD4	ENSG00000100439	abhydrolase domain containing 4, N-acyl phospholipase B
KHNYN	ENSG00000100441	KH and NYN domain containing
SDR39U1	ENSG00000100445	short chain dehydrogenase/reductase family 39U member 1
RBM23	ENSG00000100461	RNA binding motif protein 23
COCH	ENSG00000100473	cochlin
SOS2	ENSG00000100485	SOS Ras/Rho guanine nucleotide exchange factor 2
CDKL1	ENSG00000100490	cyclin dependent kinase like 1
NIN	ENSG00000100503	ninein
TRIM9	ENSG00000100505	tripartite motif containing 9
CNIH1	ENSG00000100528	cornichon family AMPA receptor auxiliary protein 1
CGRRF1	ENSG00000100532	cell growth regulator with ring finger domain 1
PIGH	ENSG00000100564	phosphatidylinositol glycan anchor biosynthesis class H
DAAM1	ENSG00000100592	dishevelled associated activator of morphogenesis 1
ISM2	ENSG00000100593	isthmin 2
SPTLC2	ENSG00000100596	serine palmitoyltransferase long chain base subunit 2
LGMN	ENSG00000100600	legumain
ALKBH1	ENSG00000100601	alkB homolog 1, histone H2A dioxygenase
ITPK1	ENSG00000100605	inositol-tetrakisphosphate 1-kinase
ASB2	ENSG00000100628	ankyrin repeat and SOCS box containing 2
SLC8A3	ENSG00000100678	solute carrier family 8 member A3
PSMC1	ENSG00000100764	proteasome 26S subunit, ATPase 1
PSMA6	ENSG00000100902	proteasome 20S subunit alpha 6
EMC9	ENSG00000100908	ER membrane protein complex subunit 9
PSME2	ENSG00000100911	proteasome activator subunit 2
TM9SF1	ENSG00000100926	transmembrane 9 superfamily member 1
NFATC4	ENSG00000100968	nuclear factor of activated T cells 4
PLTP	ENSG00000100979	phospholipid transfer protein
PYGB	ENSG00000100994	glycogen phosphorylase B
ABHD12	ENSG00000100997	abhydrolase domain containing 12, lysophospholipase
PROCR	ENSG00000101000	protein C receptor
NINL	ENSG00000101004	ninein like
CD40	ENSG00000101017	CD40 molecule
ZMYND8	ENSG00000101040	zinc finger MYND-type containing 8
SGK2	ENSG00000101049	serum/glucocorticoid regulated kinase 2
MYBL2	ENSG00000101057	MYB proto-oncogene like 2
NDRG3	ENSG00000101079	NDRG family member 3
NFATC2	ENSG00000101096	nuclear factor of activated T cells 2
SALL4	ENSG00000101115	spalt like transcription factor 4
TPD52L2	ENSG00000101150	TPD52 like 2
DNAJC5	ENSG00000101152	DnaJ heat shock protein family (Hsp40) member C5
CTSZ	ENSG00000101160	cathepsin Z
SLCO4A1	ENSG00000101187	solute carrier organic anion transporter family member 4A1
NTSR1	ENSG00000101188	neurotensin receptor 1
MRGBP	ENSG00000101189	MRG domain binding protein
TCFL5	ENSG00000101190	transcription factor like 5
BIRC7	ENSG00000101197	baculoviral IAP repeat containing 7
NKAIN4	ENSG00000101198	sodium/potassium transporting ATPase interacting 4
EEF1A2	ENSG00000101210	eukaryotic translation elongation factor 1 alpha 2
C20orf27	ENSG00000101220	chromosome 20 open reading frame 27
ISM1	ENSG00000101230	isthmin 1
RNF24	ENSG00000101236	ring finger protein 24
RASSF2	ENSG00000101265	Ras association domain family member 2
CDS2	ENSG00000101290	CDP-diacylglycerol synthase 2
PROKR2	ENSG00000101292	prokineticin receptor 2
HM13	ENSG00000101294	histocompatibility minor 13
FERMT1	ENSG00000101311	fermitin family member 1
PLCB4	ENSG00000101333	phospholipase C beta 4
MYL9	ENSG00000101335	myosin light chain 9
HCK	ENSG00000101336	HCK proto-oncogene, Src family tyrosine kinase
SAMHD1	ENSG00000101347	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
KIF3B	ENSG00000101350	kinesin family member 3B
MROH8	ENSG00000101353	maestro heat like repeat family member 8
SNTA1	ENSG00000101400	syntrophin alpha 1
E2F1	ENSG00000101412	E2F transcription factor 1
SLC32A1	ENSG00000101438	solute carrier family 32 member 1
CST3	ENSG00000101439	cystatin C
ACTR5	ENSG00000101442	actin related protein 5
PPP1R16B	ENSG00000101445	protein phosphatase 1 regulatory subunit 16B
DHX35	ENSG00000101452	DEAH-box helicase 35
SYNDIG1	ENSG00000101463	synapse differentiation inducing 1
ZNF516	ENSG00000101493	zinc finger protein 516
RBFA	ENSG00000101546	ribosome binding factor A
LPIN2	ENSG00000101577	lipin 2
MYOM1	ENSG00000101605	myomesin 1
ST8SIA5	ENSG00000101638	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
RNF125	ENSG00000101695	ring finger protein 125
NOL4	ENSG00000101746	nucleolar protein 4
MIB1	ENSG00000101752	mindbomb E3 ubiquitin protein ligase 1
STS	ENSG00000101846	steroid sulfatase
TBL1X	ENSG00000101849	transducin beta like 1 X-linked
MID1	ENSG00000101871	midline 1
NKAP	ENSG00000101882	NFKB activating protein
ALG13	ENSG00000101901	ALG13 UDP-N-acetylglucosaminyltransferase subunit
PRPS2	ENSG00000101911	phosphoribosyl pyrophosphate synthetase 2
AMMECR1	ENSG00000101935	AMMECR nuclear protein 1
CHRDL1	ENSG00000101938	chordin like 1
XIAP	ENSG00000101966	X-linked inhibitor of apoptosis
MCF2	ENSG00000101977	MCF.2 cell line derived transforming sequence
CACNA1F	ENSG00000102001	calcium voltage-gated channel subunit alpha1 F
SYP	ENSG00000102003	synaptophysin
PLP2	ENSG00000102007	proteolipid protein 2
NAA10	ENSG00000102030	N-alpha-acetyltransferase 10, NatA catalytic subunit
RENBP	ENSG00000102032	renin binding protein
MTMR8	ENSG00000102043	myotubularin related protein 8
ASB9	ENSG00000102048	ankyrin repeat and SOCS box containing 9
RBBP7	ENSG00000102054	RB binding protein 7, chromatin remodeling factor
SLC25A14	ENSG00000102078	solute carrier family 25 member 14
SCML2	ENSG00000102098	Scm polycomb group protein like 2
RP2	ENSG00000102218	RP2 activator of ARL3 GTPase
JADE3	ENSG00000102221	jade family PHD finger 3
TIMP1	ENSG00000102265	TIMP metallopeptidase inhibitor 1
GABRE	ENSG00000102287	gamma-aminobutyric acid type A receptor subunit epsilon
KLF8	ENSG00000102349	Kruppel like factor 8
SYTL4	ENSG00000102362	synaptotagmin like 4
ZDHHC15	ENSG00000102383	zinc finger DHHC-type palmitoyltransferase 15
DRP2	ENSG00000102385	dystrophin related protein 2
PBDC1	ENSG00000102390	polysaccharide biosynthesis domain containing 1
BEX4	ENSG00000102409	brain expressed X-linked 4
RUBCNL	ENSG00000102445	rubicon like autophagy enhancer
NDFIP2	ENSG00000102471	Nedd4 family interacting protein 2
TNFSF13B	ENSG00000102524	TNF superfamily member 13b
CDADC1	ENSG00000102543	cytidine and dCMP deaminase domain containing 1
CAB39L	ENSG00000102547	calcium binding protein 39 like
STK24	ENSG00000102572	serine/threonine kinase 24
FGF9	ENSG00000102678	fibroblast growth factor 9
KPNA3	ENSG00000102753	karyopherin subunit alpha 3
FLT1	ENSG00000102755	fms related receptor tyrosine kinase 1
VWA8	ENSG00000102763	von Willebrand factor A domain containing 8
DGKH	ENSG00000102780	diacylglycerol kinase eta
TSC22D1	ENSG00000102804	TSC22 domain family member 1
CORO1A	ENSG00000102879	coronin 1A
PHKB	ENSG00000102893	phosphorylase kinase regulatory subunit beta
NUP93	ENSG00000102900	nucleoporin 93
ZNF423	ENSG00000102935	zinc finger protein 423
CCL17	ENSG00000102970	C-C motif chemokine ligand 17
CTCF	ENSG00000102974	CCCTC-binding factor
PARD6A	ENSG00000102981	par-6 family cell polarity regulator alpha
ZNF821	ENSG00000102984	zinc finger protein 821
MMP15	ENSG00000102996	matrix metallopeptidase 15
