VAR	ENSEMBL	NAME
PGS1	ENSG00000087157	phosphatidylglycerophosphate synthase 1
LPCAT2	ENSG00000087253	lysophosphatidylcholine acyltransferase 2
SH3BP2	ENSG00000087266	SH3 domain binding protein 2
PHACTR3	ENSG00000087495	phosphatase and actin regulator 3
RFX2	ENSG00000087903	regulatory factor X2
GNA11	ENSG00000088256	G protein subunit alpha 11
ASAP3	ENSG00000088280	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
DNMT3B	ENSG00000088305	DNA methyltransferase 3 beta
EPB41L1	ENSG00000088367	erythrocyte membrane protein band 4.1 like 1
DOCK9	ENSG00000088387	dedicator of cytokinesis 9
DOCK3	ENSG00000088538	dedicator of cytokinesis 3
C3orf18	ENSG00000088543	chromosome 3 open reading frame 18
FKBP1A	ENSG00000088832	FKBP prolyl isomerase 1A
NSFL1C	ENSG00000088833	NSFL1 cofactor
SLC4A11	ENSG00000088836	solute carrier family 4 member 11
C20orf194	ENSG00000088854	chromosome 20 open reading frame 194
EBF4	ENSG00000088881	EBF family member 4
CPXM1	ENSG00000088882	carboxypeptidase X, M14 family member 1
KIZ	ENSG00000088970	kizuna centrosomal protein
SNX5	ENSG00000089006	sorting nexin 5
P2RX7	ENSG00000089041	purinergic receptor P2X 7
SLC8B1	ENSG00000089060	solute carrier family 8 member B1
DZANK1	ENSG00000089091	double zinc ribbon and ankyrin repeat domains 1
KDM2B	ENSG00000089094	lysine demethylase 2B
OAS1	ENSG00000089127	2'-5'-oligoadenylate synthetase 1
CDIP1	ENSG00000089486	cell death inducing p53 target 1
KCNH4	ENSG00000089558	potassium voltage-gated channel subfamily H member 4
LAG3	ENSG00000089692	lymphocyte activating 3
ARHGAP4	ENSG00000089820	Rho GTPase activating protein 4
ANKRD24	ENSG00000089847	ankyrin repeat domain 24
DHX32	ENSG00000089876	DEAH-box helicase 32 (putative)
RCOR1	ENSG00000089902	REST corepressor 1
LTBP4	ENSG00000090006	latent transforming growth factor beta binding protein 4
PAPOLA	ENSG00000090060	poly(A) polymerase alpha
PCBP4	ENSG00000090097	poly(rC) binding protein 4
IRAK3	ENSG00000090376	interleukin 1 receptor associated kinase 3
MUL1	ENSG00000090432	mitochondrial E3 ubiquitin protein ligase 1
CD209	ENSG00000090659	CD209 molecule
CERS4	ENSG00000090661	ceramide synthase 4
EFNB1	ENSG00000090776	ephrin B1
DLL3	ENSG00000090932	delta like canonical Notch ligand 3
PITPNM2	ENSG00000090975	phosphatidylinositol transfer protein membrane associated 2
PUS7	ENSG00000091127	pseudouridine synthase 7
LAMB4	ENSG00000091128	laminin subunit beta 4
ITGA6	ENSG00000091409	integrin subunit alpha 6
RAPGEF4	ENSG00000091428	Rap guanine nucleotide exchange factor 4
MAP3K20	ENSG00000091436	mitogen-activated protein kinase kinase kinase 20
SEL1L3	ENSG00000091490	SEL1L family member 3
TF	ENSG00000091513	transferrin
PITPNM3	ENSG00000091622	PITPNM family member 3
ORC6	ENSG00000091651	origin recognition complex subunit 6
ESR1	ENSG00000091831	estrogen receptor 1
ANGPT2	ENSG00000091879	angiopoietin 2
JPH4	ENSG00000092051	junctophilin 4
SLC22A17	ENSG00000092096	solute carrier family 22 member 17
SEMA6A	ENSG00000092421	semaphorin 6A
TYRO3	ENSG00000092445	TYRO3 protein tyrosine kinase
PHGDH	ENSG00000092621	phosphoglycerate dehydrogenase
COL9A3	ENSG00000092758	collagen type IX alpha 3 chain
MFSD11	ENSG00000092931	major facilitator superfamily domain containing 11
NUP50	ENSG00000093000	nucleoporin 50
CDC45	ENSG00000093009	cell division cycle 45
SEC22C	ENSG00000093183	SEC22 homolog C, vesicle trafficking protein
CDC6	ENSG00000094804	cell division cycle 6
MAP3K1	ENSG00000095015	mitogen-activated protein kinase kinase kinase 1
TMEM38B	ENSG00000095209	transmembrane protein 38B
PTGS1	ENSG00000095303	prostaglandin-endoperoxide synthase 1
CRAT	ENSG00000095321	carnitine O-acetyltransferase
TBC1D2	ENSG00000095383	TBC1 domain family member 2
BLNK	ENSG00000095585	B cell linker
CYP26A1	ENSG00000095596	cytochrome P450 family 26 subfamily A member 1
TDRD1	ENSG00000095627	tudor domain containing 1
SORBS1	ENSG00000095637	sorbin and SH3 domain containing 1
BAMBI	ENSG00000095739	BMP and activin membrane bound inhibitor
MYO3A	ENSG00000095777	myosin IIIA
SMIM24	ENSG00000095932	small integral membrane protein 24
FKBP5	ENSG00000096060	FKBP prolyl isomerase 5
SRPK1	ENSG00000096063	SRSF protein kinase 1
ITPR3	ENSG00000096433	inositol 1,4,5-trisphosphate receptor type 3
JAK2	ENSG00000096968	Janus kinase 2
IL12RB1	ENSG00000096996	interleukin 12 receptor subunit beta 1
ACOT7	ENSG00000097021	acyl-CoA thioesterase 7
SCD	ENSG00000099194	stearoyl-CoA desaturase
ABLIM1	ENSG00000099204	actin binding LIM protein 1
ERMP1	ENSG00000099219	endoplasmic reticulum metallopeptidase 1
NRP1	ENSG00000099250	neuropilin 1
PRTFDC1	ENSG00000099256	phosphoribosyl transferase domain containing 1
TSPAN15	ENSG00000099282	tetraspanin 15
CATSPERG	ENSG00000099338	cation channel sperm associated auxiliary subunit gamma
HSD3B7	ENSG00000099377	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
MTAP	ENSG00000099810	methylthioadenosine phosphorylase
CEP170B	ENSG00000099814	centrosomal protein 170B
PALM	ENSG00000099864	paralemmin
ARVCF	ENSG00000099889	ARVCF delta catenin family member
TRMT2A	ENSG00000099899	tRNA methyltransferase 2 homolog A
MMP11	ENSG00000099953	matrix metallopeptidase 11
CECR2	ENSG00000099954	CECR2 histone acetyl-lysine reader
GGT5	ENSG00000099998	gamma-glutamyltransferase 5
RNF215	ENSG00000099999	ring finger protein 215
MAPK1	ENSG00000100030	mitogen-activated protein kinase 1
PPM1F	ENSG00000100034	protein phosphatase, Mg2+/Mn2+ dependent 1F
CYTH4	ENSG00000100055	cytohesin 4
GRK3	ENSG00000100077	G protein-coupled receptor kinase 3
LGALS2	ENSG00000100079	galectin 2
SH3BP1	ENSG00000100092	SH3 domain binding protein 1
SEZ6L	ENSG00000100095	seizure related 6 homolog like
LGALS1	ENSG00000100097	galectin 1
HPS4	ENSG00000100099	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
PIK3IP1	ENSG00000100100	phosphoinositide-3-kinase interacting protein 1
SRRD	ENSG00000100104	SRR1 domain containing
GCAT	ENSG00000100116	glycine C-acetyltransferase
MICALL1	ENSG00000100139	MICAL like 1
PICK1	ENSG00000100151	protein interacting with PRKCA 1
TTC28	ENSG00000100154	tetratricopeptide repeat domain 28
CENPM	ENSG00000100162	centromere protein M
TPTEP1	ENSG00000100181	TPTE pseudogene 1
XBP1	ENSG00000100219	X-box binding protein 1
RTCB	ENSG00000100220	RNA 2',3'-cyclic phosphate and 5'-OH ligase
SUN2	ENSG00000100242	Sad1 and UNC84 domain containing 2
MIOX	ENSG00000100253	myo-inositol oxygenase
PACSIN2	ENSG00000100266	protein kinase C and casein kinase substrate in neurons 2
RASL10A	ENSG00000100276	RAS like family 10 member A
BIK	ENSG00000100290	BCL2 interacting killer
MCAT	ENSG00000100294	malonyl-CoA-acyl carrier protein transacylase
THOC5	ENSG00000100296	THO complex 5
APOBEC3H	ENSG00000100298	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
RASD2	ENSG00000100302	RASD family member 2
ACR	ENSG00000100312	acrosin
APOL4	ENSG00000100336	apolipoprotein L4
CSF2RB	ENSG00000100368	colony stimulating factor 2 receptor subunit beta
FAM118A	ENSG00000100376	family with sequence similarity 118 member A
KCTD17	ENSG00000100379	potassium channel tetramerization domain containing 17
PMM1	ENSG00000100417	phosphomannomutase 1
DESI1	ENSG00000100418	desumoylating isopeptidase 1
CERK	ENSG00000100422	ceramide kinase
MLC1	ENSG00000100427	modulator of VRAC current 1
ABHD4	ENSG00000100439	abhydrolase domain containing 4, N-acyl phospholipase B
KHNYN	ENSG00000100441	KH and NYN domain containing
RBM23	ENSG00000100461	RNA binding motif protein 23
COCH	ENSG00000100473	cochlin
SOS2	ENSG00000100485	SOS Ras/Rho guanine nucleotide exchange factor 2
CDKL1	ENSG00000100490	cyclin dependent kinase like 1
NIN	ENSG00000100503	ninein
TRIM9	ENSG00000100505	tripartite motif containing 9
PIGH	ENSG00000100564	phosphatidylinositol glycan anchor biosynthesis class H
DAAM1	ENSG00000100592	dishevelled associated activator of morphogenesis 1
SPTLC2	ENSG00000100596	serine palmitoyltransferase long chain base subunit 2
LGMN	ENSG00000100600	legumain
ALKBH1	ENSG00000100601	alkB homolog 1, histone H2A dioxygenase
ASB2	ENSG00000100628	ankyrin repeat and SOCS box containing 2
SLC8A3	ENSG00000100678	solute carrier family 8 member A3
PSMC1	ENSG00000100764	proteasome 26S subunit, ATPase 1
EMC9	ENSG00000100908	ER membrane protein complex subunit 9
PSME2	ENSG00000100911	proteasome activator subunit 2
NFATC4	ENSG00000100968	nuclear factor of activated T cells 4
PLTP	ENSG00000100979	phospholipid transfer protein
PYGB	ENSG00000100994	glycogen phosphorylase B
ABHD12	ENSG00000100997	abhydrolase domain containing 12, lysophospholipase
PROCR	ENSG00000101000	protein C receptor
NINL	ENSG00000101004	ninein like
CD40	ENSG00000101017	CD40 molecule
MYBL2	ENSG00000101057	MYB proto-oncogene like 2
NDRG3	ENSG00000101079	NDRG family member 3
NFATC2	ENSG00000101096	nuclear factor of activated T cells 2
SALL4	ENSG00000101115	spalt like transcription factor 4
TPD52L2	ENSG00000101150	TPD52 like 2
DNAJC5	ENSG00000101152	DnaJ heat shock protein family (Hsp40) member C5
CTSZ	ENSG00000101160	cathepsin Z
SLCO4A1	ENSG00000101187	solute carrier organic anion transporter family member 4A1
NTSR1	ENSG00000101188	neurotensin receptor 1
MRGBP	ENSG00000101189	MRG domain binding protein
TCFL5	ENSG00000101190	transcription factor like 5
BIRC7	ENSG00000101197	baculoviral IAP repeat containing 7
NKAIN4	ENSG00000101198	sodium/potassium transporting ATPase interacting 4
EEF1A2	ENSG00000101210	eukaryotic translation elongation factor 1 alpha 2
C20orf27	ENSG00000101220	chromosome 20 open reading frame 27
ISM1	ENSG00000101230	isthmin 1
RASSF2	ENSG00000101265	Ras association domain family member 2
CDS2	ENSG00000101290	CDP-diacylglycerol synthase 2
HM13	ENSG00000101294	histocompatibility minor 13
MYLK2	ENSG00000101306	myosin light chain kinase 2
FERMT1	ENSG00000101311	fermitin family member 1
PLCB4	ENSG00000101333	phospholipase C beta 4
MYL9	ENSG00000101335	myosin light chain 9
HCK	ENSG00000101336	HCK proto-oncogene, Src family tyrosine kinase
SAMHD1	ENSG00000101347	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
KIF3B	ENSG00000101350	kinesin family member 3B
MROH8	ENSG00000101353	maestro heat like repeat family member 8
SNTA1	ENSG00000101400	syntrophin alpha 1
E2F1	ENSG00000101412	E2F transcription factor 1
SLC32A1	ENSG00000101438	solute carrier family 32 member 1
CST3	ENSG00000101439	cystatin C
ACTR5	ENSG00000101442	actin related protein 5
PPP1R16B	ENSG00000101445	protein phosphatase 1 regulatory subunit 16B
DHX35	ENSG00000101452	DEAH-box helicase 35
ZNF516	ENSG00000101493	zinc finger protein 516
RBFA	ENSG00000101546	ribosome binding factor A
LPIN2	ENSG00000101577	lipin 2
MYOM1	ENSG00000101605	myomesin 1
RNF125	ENSG00000101695	ring finger protein 125
MIB1	ENSG00000101752	mindbomb E3 ubiquitin protein ligase 1
STS	ENSG00000101846	steroid sulfatase
TBL1X	ENSG00000101849	transducin beta like 1 X-linked
MID1	ENSG00000101871	midline 1
ALG13	ENSG00000101901	ALG13 UDP-N-acetylglucosaminyltransferase subunit
PRPS2	ENSG00000101911	phosphoribosyl pyrophosphate synthetase 2
AMMECR1	ENSG00000101935	AMMECR nuclear protein 1
CHRDL1	ENSG00000101938	chordin like 1
XIAP	ENSG00000101966	X-linked inhibitor of apoptosis
MCF2	ENSG00000101977	MCF.2 cell line derived transforming sequence
CACNA1F	ENSG00000102001	calcium voltage-gated channel subunit alpha1 F
SYP	ENSG00000102003	synaptophysin
PLP2	ENSG00000102007	proteolipid protein 2
RENBP	ENSG00000102032	renin binding protein
MTMR8	ENSG00000102043	myotubularin related protein 8
ASB9	ENSG00000102048	ankyrin repeat and SOCS box containing 9
SLC25A14	ENSG00000102078	solute carrier family 25 member 14
SCML2	ENSG00000102098	Scm polycomb group protein like 2
JADE3	ENSG00000102221	jade family PHD finger 3
TIMP1	ENSG00000102265	TIMP metallopeptidase inhibitor 1
KLF8	ENSG00000102349	Kruppel like factor 8
SYTL4	ENSG00000102362	synaptotagmin like 4
ZDHHC15	ENSG00000102383	zinc finger DHHC-type palmitoyltransferase 15
DRP2	ENSG00000102385	dystrophin related protein 2
RUBCNL	ENSG00000102445	rubicon like autophagy enhancer
NDFIP2	ENSG00000102471	Nedd4 family interacting protein 2
TNFSF13B	ENSG00000102524	TNF superfamily member 13b
CAB39L	ENSG00000102547	calcium binding protein 39 like
FGF9	ENSG00000102678	fibroblast growth factor 9
KPNA3	ENSG00000102753	karyopherin subunit alpha 3
FLT1	ENSG00000102755	fms related receptor tyrosine kinase 1
VWA8	ENSG00000102763	von Willebrand factor A domain containing 8
DGKH	ENSG00000102780	diacylglycerol kinase eta
TSC22D1	ENSG00000102804	TSC22 domain family member 1
CORO1A	ENSG00000102879	coronin 1A
PHKB	ENSG00000102893	phosphorylase kinase regulatory subunit beta
NUP93	ENSG00000102900	nucleoporin 93
ZNF423	ENSG00000102935	zinc finger protein 423
CTCF	ENSG00000102974	CCCTC-binding factor
PARD6A	ENSG00000102981	par-6 family cell polarity regulator alpha
ZNF821	ENSG00000102984	zinc finger protein 821
MMP15	ENSG00000102996	matrix metallopeptidase 15
NDRG4	ENSG00000103034	NDRG family member 4
SETD6	ENSG00000103037	SET domain containing 6, protein lysine methyltransferase
PLA2G15	ENSG00000103066	phospholipase A2 group XV
AXIN1	ENSG00000103126	axin 1
HCFC1R1	ENSG00000103145	host cell factor C1 regulator 1
NAGPA	ENSG00000103174	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
NME4	ENSG00000103202	NME/NM23 nucleoside diphosphate kinase 4
ABCC1	ENSG00000103222	ATP binding cassette subfamily C member 1
LMF1	ENSG00000103227	lipase maturation factor 1
CIAO3	ENSG00000103245	cytosolic iron-sulfur assembly component 3
CLCN7	ENSG00000103249	chloride voltage-gated channel 7
HAGHL	ENSG00000103253	hydroxyacylglutathione hydrolase like
CRYM	ENSG00000103316	crystallin mu
EEF2K	ENSG00000103319	eukaryotic elongation factor 2 kinase
PIEZO1	ENSG00000103335	piezo type mechanosensitive ion channel component 1
GGA2	ENSG00000103365	golgi associated, gamma adaptin ear containing, ARF binding protein 2
USP31	ENSG00000103404	ubiquitin specific peptidase 31
QPRT	ENSG00000103485	quinolinate phosphoribosyltransferase
XYLT1	ENSG00000103489	xylosyltransferase 1
KAT8	ENSG00000103510	lysine acetyltransferase 8
NOMO1	ENSG00000103512	NODAL modulator 1
RNF40	ENSG00000103549	ring finger protein 40
AAGAB	ENSG00000103591	alpha and gamma adaptin binding protein
IQCH	ENSG00000103599	IQ motif containing H
CTSH	ENSG00000103811	cathepsin H
TTC23	ENSG00000103852	tetratricopeptide repeat domain 23
FAH	ENSG00000103876	fumarylacetoacetate hydrolase
HOMER2	ENSG00000103942	homer scaffold protein 2
EHD4	ENSG00000103966	EH domain containing 4
TGM5	ENSG00000104055	transglutaminase 5
FAM189A1	ENSG00000104059	family with sequence similarity 189 member A1
BMF	ENSG00000104081	Bcl2 modifying factor
DMXL2	ENSG00000104093	Dmx like 2
DNAJC17	ENSG00000104129	DnaJ heat shock protein family (Hsp40) member C17
EIF3J	ENSG00000104131	eukaryotic translation initiation factor 3 subunit J
RHOV	ENSG00000104140	ras homolog family member V
VPS18	ENSG00000104142	VPS18 core subunit of CORVET and HOPS complexes
SLC30A4	ENSG00000104154	solute carrier family 30 member 4
MYEF2	ENSG00000104177	myelin expression factor 2
FZD3	ENSG00000104290	frizzled class receptor 3
LAPTM4B	ENSG00000104341	lysosomal protein transmembrane 4 beta
NIPAL2	ENSG00000104361	NIPA like domain containing 2
JPH1	ENSG00000104369	junctophilin 1
GDAP1	ENSG00000104381	ganglioside induced differentiation associated protein 1
ZC2HC1A	ENSG00000104427	zinc finger C2HC-type containing 1A
NCALD	ENSG00000104490	neurocalcin delta
SQLE	ENSG00000104549	squalene epoxidase
INTS10	ENSG00000104613	integrator complex subunit 10
SLC39A14	ENSG00000104635	solute carrier family 39 member 14
TNFRSF10A	ENSG00000104689	TNF receptor superfamily member 10a
UBXN8	ENSG00000104691	UBX domain protein 8
ERICH1	ENSG00000104714	glutamate rich 1
TUSC3	ENSG00000104723	tumor suppressor candidate 3
ARHGEF10	ENSG00000104728	Rho guanine nucleotide exchange factor 10
ASAH1	ENSG00000104763	N-acylsphingosine amidohydrolase 1
KCNN4	ENSG00000104783	potassium calcium-activated channel subfamily N member 4
TUBB4A	ENSG00000104833	tubulin beta 4A class IVa
FCGRT	ENSG00000104870	Fc fragment of IgG receptor and transporter
SLC17A7	ENSG00000104888	solute carrier family 17 member 7
AMH	ENSG00000104899	anti-Mullerian hormone
FCER2	ENSG00000104921	Fc fragment of IgE receptor II
DMPK	ENSG00000104936	DM1 protein kinase
KIR3DX1	ENSG00000104970	killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)
LILRB1	ENSG00000104972	leukocyte immunoglobulin like receptor B1
LILRA1	ENSG00000104974	leukocyte immunoglobulin like receptor A1
IL27RA	ENSG00000104998	interleukin 27 receptor subunit alpha
TNNT1	ENSG00000105048	troponin T1, slow skeletal type
VRK3	ENSG00000105053	VRK serine/threonine kinase 3
SYDE1	ENSG00000105137	synapse defective Rho GTPase homolog 1
CCNE1	ENSG00000105173	cyclin E1
ANKRD27	ENSG00000105186	ankyrin repeat domain 27
DYRK1B	ENSG00000105204	dual specificity tyrosine phosphorylation regulated kinase 1B
GPI	ENSG00000105220	glucose-6-phosphate isomerase
PRX	ENSG00000105227	periaxin
FSD1	ENSG00000105255	fibronectin type III and SPRY domain containing 1
SLC1A5	ENSG00000105281	solute carrier family 1 member 5
DENND3	ENSG00000105339	DENN domain containing 3
PLIN3	ENSG00000105355	perilipin 3
MRPL4	ENSG00000105364	mitochondrial ribosomal protein L4
ICAM5	ENSG00000105376	intercellular adhesion molecule 5
CD33	ENSG00000105383	CD33 molecule
ATP1A3	ENSG00000105409	ATPase Na+/K+ transporting subunit alpha 3
PTPRS	ENSG00000105426	protein tyrosine phosphatase receptor type S
CYTH2	ENSG00000105443	cytohesin 2
GRWD1	ENSG00000105447	glutamate rich WD repeat containing 1
CLEC11A	ENSG00000105472	C-type lectin domain containing 11A
CCDC114	ENSG00000105479	coiled-coil domain containing 114
LIG1	ENSG00000105486	DNA ligase 1
SIGLEC6	ENSG00000105492	sialic acid binding Ig like lectin 6
PLA2G4C	ENSG00000105499	phospholipase A2 group IVC
RASIP1	ENSG00000105538	Ras interacting protein 1
PLEKHA4	ENSG00000105559	pleckstrin homology domain containing A4
PPP2R1A	ENSG00000105568	protein phosphatase 2 scaffold subunit Aalpha
MAST1	ENSG00000105613	microtubule associated serine/threonine kinase 1
JAK3	ENSG00000105639	Janus kinase 3
ISYNA1	ENSG00000105655	inositol-3-phosphate synthase 1
MAG	ENSG00000105695	myelin associated glycoprotein
SUGP1	ENSG00000105705	SURP and G-patch domain containing 1
SCN1B	ENSG00000105711	sodium voltage-gated channel beta subunit 1
GRIK5	ENSG00000105737	glutamate ionotropic receptor kainate type subunit 5
CADM4	ENSG00000105767	cell adhesion molecule 4
PON2	ENSG00000105854	paraoxonase 2
WDR91	ENSG00000105875	WD repeat domain 91
CBLL1	ENSG00000105879	Cbl proto-oncogene like 1
STEAP1B	ENSG00000105889	STEAP family member 1B
MPP6	ENSG00000105926	membrane palmitoylated protein 6
GSDME	ENSG00000105928	gasdermin E
TTC26	ENSG00000105948	tetratricopeptide repeat domain 26
ADAP1	ENSG00000105963	ArfGAP with dual PH domains 1
TFEC	ENSG00000105967	transcription factor EC
CAV1	ENSG00000105974	caveolin 1
HOXA1	ENSG00000105991	homeobox A1
HOXA3	ENSG00000105997	homeobox A3
LFNG	ENSG00000106003	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
HOXA5	ENSG00000106004	homeobox A5
HOXA6	ENSG00000106006	homeobox A6
IQCE	ENSG00000106012	IQ motif containing E
VIPR2	ENSG00000106018	vasoactive intestinal peptide receptor 2
CPED1	ENSG00000106034	cadherin like and PC-esterase domain containing 1
CPVL	ENSG00000106066	carboxypeptidase vitellogenic like
